Order Date,City,Category
11/3/2017,San Diego,Furniture
5/4/2014,Seattle,Furniture
5/4/2014,Seattle,Office Supplies
11/8/2015,Dubuque,Technology
12/12/2015,Los Angeles,Technology
12/12/2015,Los Angeles,Office Supplies
12/1/2014,Lowell,Technology
12/1/2014,Lowell,Furniture
12/1/2014,Lowell,Furniture
10/7/2016,Marysville,Office Supplies
11/17/2015,Oklahoma City,Office Supplies
11/17/2015,Oklahoma City,Office Supplies
11/17/2015,Oklahoma City,Furniture
3/17/2014,Philadelphia,Office Supplies
6/20/2015,Aurora,Technology
5/25/2017,New York City,Office Supplies
5/25/2017,New York City,Technology
5/25/2017,New York City,Office Supplies
5/25/2017,New York City,Furniture
9/9/2014,Lancaster,Furniture
9/9/2014,Lancaster,Office Supplies
10/17/2017,Modesto,Technology
11/2/2017,Saint Louis,Office Supplies
11/2/2017,Saint Louis,Office Supplies
7/21/2014,Dallas,Office Supplies
7/21/2014,Dallas,Office Supplies
7/21/2014,Dallas,Furniture
7/21/2014,Dallas,Office Supplies
9/11/2015,New York City,Furniture
9/11/2015,New York City,Office Supplies
9/11/2015,New York City,Technology
9/11/2015,New York City,Office Supplies
10/21/2016,San Antonio,Technology
1/7/2016,Amarillo,Furniture
1/7/2016,Amarillo,Office Supplies
6/25/2015,Houston,Office Supplies
6/25/2015,Houston,Office Supplies
6/25/2015,Houston,Furniture
6/25/2015,Houston,Office Supplies
9/20/2015,Lawrence,Office Supplies
7/10/2017,Columbus,Office Supplies
6/30/2017,Los Angeles,Furniture
8/21/2017,Seattle,Furniture
8/21/2017,Seattle,Office Supplies
8/21/2017,Seattle,Technology
3/11/2017,Cambridge,Technology
3/11/2017,Cambridge,Furniture
9/15/2017,Salt Lake City,Office Supplies
9/20/2016,New York City,Office Supplies
12/15/2016,Cuyahoga Falls,Office Supplies
11/3/2017,Wilmington,Office Supplies
7/3/2016,New York City,Office Supplies
9/26/2014,Philadelphia,Office Supplies
9/26/2014,Philadelphia,Furniture
9/26/2014,Philadelphia,Office Supplies
7/14/2014,New York City,Office Supplies
9/28/2017,Philadelphia,Office Supplies
8/28/2015,Los Angeles,Office Supplies
8/28/2015,Los Angeles,Furniture
8/28/2015,Los Angeles,Office Supplies
8/28/2015,Los Angeles,Office Supplies
8/28/2015,Los Angeles,Technology
8/28/2015,Los Angeles,Furniture
9/20/2015,Long Beach,Office Supplies
9/20/2015,Long Beach,Office Supplies
11/7/2016,Rochester,Technology
11/7/2016,Rochester,Technology
11/7/2016,Rochester,Office Supplies
11/7/2016,Rochester,Office Supplies
11/7/2016,Rochester,Office Supplies
10/20/2015,San Francisco,Technology
10/20/2015,San Francisco,Furniture
1/1/2017,Huntsville,Office Supplies
1/1/2017,Huntsville,Furniture
1/1/2017,Huntsville,Furniture
1/1/2017,Huntsville,Office Supplies
1/1/2017,Huntsville,Office Supplies
1/1/2017,Huntsville,Office Supplies
1/1/2017,Huntsville,Office Supplies
6/23/2015,East Point,Furniture
6/23/2015,East Point,Office Supplies
6/23/2015,East Point,Technology
11/22/2016,New York City,Office Supplies
10/26/2015,Springfield,Office Supplies
10/26/2015,Springfield,Office Supplies
10/26/2015,Springfield,Office Supplies
10/26/2015,Springfield,Office Supplies
10/26/2015,Springfield,Office Supplies
10/20/2016,Arlington,Furniture
4/28/2017,Wilmington,Office Supplies
9/29/2016,Yuma,Office Supplies
7/10/2015,San Bernardino,Office Supplies
8/7/2015,Baltimore,Office Supplies
12/7/2014,Seattle,Office Supplies
12/10/2015,San Francisco,Office Supplies
11/8/2017,New York City,Office Supplies
7/27/2017,Seattle,Furniture
7/27/2017,Seattle,Office Supplies
7/27/2017,Seattle,Office Supplies
7/27/2017,Seattle,Technology
12/28/2017,Albuquerque,Office Supplies
12/28/2017,Albuquerque,Office Supplies
3/10/2016,Los Angeles,Technology
3/10/2016,Los Angeles,Technology
5/22/2015,Los Angeles,Office Supplies
5/22/2015,Los Angeles,Technology
5/22/2015,Los Angeles,Office Supplies
5/22/2015,Los Angeles,Technology
2/17/2017,Houston,Furniture
2/17/2017,Houston,Office Supplies
2/17/2017,Houston,Technology
12/8/2017,Philadelphia,Furniture
11/18/2017,Chicago,Office Supplies
11/18/2017,Chicago,Furniture
12/1/2016,San Angelo,Furniture
12/1/2016,San Angelo,Office Supplies
12/1/2016,San Angelo,Furniture
10/3/2017,Pasadena,Office Supplies
8/29/2017,Los Angeles,Furniture
11/24/2017,Garden City,Office Supplies
6/30/2017,Los Angeles,Office Supplies
7/22/2017,Chicago,Furniture
11/11/2016,San Francisco,Furniture
11/11/2016,San Francisco,Furniture
11/11/2016,San Francisco,Office Supplies
12/9/2014,Philadelphia,Office Supplies
12/9/2014,Philadelphia,Technology
9/7/2017,Modesto,Furniture
2/6/2015,Houston,Office Supplies
2/6/2015,Houston,Technology
2/6/2015,Houston,Office Supplies
8/26/2017,Chicago,Furniture
7/20/2014,Riverside,Technology
7/20/2014,Riverside,Office Supplies
7/20/2014,Riverside,Office Supplies
7/20/2014,Riverside,Office Supplies
10/8/2015,Dallas,Furniture
2/16/2015,Los Angeles,Office Supplies
2/16/2015,Los Angeles,Office Supplies
8/12/2016,Lakeland,Furniture
11/9/2014,New York City,Furniture
7/18/2016,Philadelphia,Office Supplies
7/18/2016,Philadelphia,Office Supplies
7/18/2016,Philadelphia,Office Supplies
2/5/2016,San Diego,Office Supplies
2/5/2016,San Diego,Office Supplies
2/5/2016,San Diego,Furniture
2/5/2016,San Diego,Technology
6/20/2014,Lawton,Office Supplies
6/20/2014,Lawton,Office Supplies
6/9/2017,Salem,Office Supplies
12/27/2016,Santa Ana,Office Supplies
1/26/2014,Rapid City,Office Supplies
1/26/2014,Rapid City,Furniture
3/23/2017,Seattle,Office Supplies
3/23/2017,Seattle,Office Supplies
3/23/2017,Seattle,Technology
3/20/2017,Middletown,Technology
3/20/2017,Middletown,Office Supplies
10/4/2016,Baltimore,Furniture
11/18/2016,San Diego,Technology
12/26/2017,Odessa,Office Supplies
3/9/2016,Milford,Technology
2/16/2016,Belleville,Furniture
9/28/2015,New York City,Office Supplies
9/28/2015,New York City,Technology
11/2/2015,San Diego,Furniture
11/2/2015,San Diego,Office Supplies
11/2/2015,San Diego,Office Supplies
11/2/2015,San Diego,Furniture
7/31/2016,San Francisco,Furniture
11/6/2017,Seattle,Furniture
11/6/2017,Seattle,Furniture
11/6/2017,Seattle,Technology
2/14/2016,Jackson,Office Supplies
7/9/2014,Los Angeles,Office Supplies
7/9/2014,Los Angeles,Office Supplies
7/9/2014,Los Angeles,Office Supplies
1/30/2016,Chicago,Office Supplies
9/22/2016,New York City,Office Supplies
12/22/2017,Los Angeles,Technology
9/2/2016,Des Moines,Technology
8/2/2015,Springfield,Furniture
11/21/2015,Philadelphia,Furniture
11/21/2015,Philadelphia,Technology
5/18/2017,Chicago,Furniture
5/18/2017,Chicago,Furniture
7/23/2017,Chicago,Office Supplies
9/13/2015,Chicago,Office Supplies
9/13/2015,Chicago,Furniture
12/10/2016,New York City,Office Supplies
10/2/2015,Rockville,Office Supplies
10/2/2015,Rockville,Office Supplies
11/17/2017,New York City,Office Supplies
11/17/2017,New York City,Furniture
11/30/2015,Durham,Office Supplies
11/30/2015,Durham,Office Supplies
11/30/2015,Durham,Furniture
12/6/2015,Santa Barbara,Office Supplies
9/5/2017,Knoxville,Technology
9/5/2017,Knoxville,Office Supplies
9/5/2017,Knoxville,Office Supplies
4/24/2017,Chicago,Office Supplies
4/24/2017,Chicago,Office Supplies
11/8/2015,New York City,Office Supplies
11/8/2015,New York City,Technology
11/8/2015,New York City,Furniture
11/8/2015,New York City,Technology
11/8/2015,New York City,Furniture
4/26/2015,Daytona Beach,Furniture
4/26/2015,Daytona Beach,Office Supplies
9/20/2015,Nashville,Office Supplies
9/20/2015,Nashville,Office Supplies
9/7/2017,Nashville,Office Supplies
11/7/2016,Dallas,Furniture
11/7/2016,Dallas,Office Supplies
9/25/2015,Murfreesboro,Office Supplies
9/25/2015,Murfreesboro,Office Supplies
9/25/2015,Murfreesboro,Office Supplies
9/25/2015,Murfreesboro,Office Supplies
10/3/2014,Dallas,Office Supplies
10/3/2014,Dallas,Furniture
10/3/2014,Dallas,Office Supplies
10/3/2014,Dallas,Office Supplies
10/3/2014,Dallas,Office Supplies
2/18/2014,Arlington,Office Supplies
6/12/2016,Pasadena,Office Supplies
6/12/2016,Pasadena,Office Supplies
11/1/2017,Everett,Office Supplies
11/1/2017,Everett,Office Supplies
4/4/2016,Troy,Furniture
4/4/2016,Troy,Office Supplies
4/4/2016,Troy,Technology
6/30/2016,Sandy Springs,Office Supplies
6/30/2016,Sandy Springs,Furniture
9/22/2014,San Jose,Office Supplies
9/22/2014,San Jose,Office Supplies
5/1/2017,Jacksonville,Office Supplies
5/1/2017,Jacksonville,Furniture
5/1/2017,Jacksonville,Furniture
10/20/2017,Jacksonville,Office Supplies
10/20/2017,Jacksonville,Office Supplies
10/20/2017,Jacksonville,Office Supplies
10/20/2017,Jacksonville,Furniture
9/1/2014,New York City,Office Supplies
9/1/2014,New York City,Technology
8/12/2014,San Francisco,Technology
8/12/2014,San Francisco,Furniture
8/19/2014,Columbus,Office Supplies
5/10/2015,Aurora,Office Supplies
5/10/2015,Aurora,Office Supplies
5/10/2016,Philadelphia,Technology
3/5/2015,Chicago,Office Supplies
3/5/2015,Chicago,Furniture
3/5/2015,Chicago,Office Supplies
3/5/2015,Chicago,Office Supplies
8/12/2017,Seattle,Technology
8/12/2017,Seattle,Office Supplies
8/12/2017,Seattle,Technology
8/12/2017,Seattle,Office Supplies
8/12/2017,Seattle,Technology
8/12/2017,Seattle,Office Supplies
6/26/2016,Roseville,Office Supplies
6/26/2016,Roseville,Office Supplies
6/26/2016,Roseville,Office Supplies
12/15/2016,Fayetteville,Office Supplies
9/13/2015,Jacksonville,Office Supplies
12/30/2014,New York City,Office Supplies
12/30/2014,New York City,Office Supplies
4/29/2014,Dover,Technology
1/30/2017,Aurora,Furniture
1/30/2017,Aurora,Office Supplies
1/30/2017,Aurora,Technology
1/30/2017,Aurora,Office Supplies
12/25/2016,New York City,Furniture
10/20/2016,El Cajon,Furniture
6/13/2015,Springfield,Office Supplies
6/30/2017,Mount Vernon,Office Supplies
6/26/2015,Lakewood,Office Supplies
2/21/2016,Tampa,Office Supplies
2/21/2016,Tampa,Office Supplies
2/21/2016,Tampa,Office Supplies
4/22/2017,Columbus,Office Supplies
5/9/2017,Jacksonville,Office Supplies
5/9/2017,Jacksonville,Furniture
12/21/2015,Saint Charles,Technology
12/21/2015,Saint Charles,Office Supplies
12/21/2015,Saint Charles,Technology
12/21/2015,Saint Charles,Furniture
8/12/2014,Miami,Office Supplies
8/12/2014,Miami,Office Supplies
8/12/2014,Miami,Technology
8/12/2014,Miami,Office Supplies
8/12/2014,Miami,Office Supplies
8/12/2014,Miami,Office Supplies
12/11/2015,Troy,Office Supplies
11/3/2017,Seattle,Office Supplies
3/13/2017,New York City,Technology
5/30/2016,Arlington,Office Supplies
5/30/2016,Arlington,Technology
7/5/2015,Charlotte,Furniture
7/5/2015,Charlotte,Office Supplies
3/11/2014,Roseville,Office Supplies
4/20/2015,Detroit,Office Supplies
7/26/2017,Los Angeles,Technology
7/26/2017,Los Angeles,Furniture
10/31/2014,San Francisco,Technology
11/3/2017,Bakersfield,Furniture
8/11/2016,Tulsa,Office Supplies
8/11/2016,Tulsa,Office Supplies
8/11/2016,Tulsa,Office Supplies
7/25/2016,San Francisco,Office Supplies
3/1/2014,Houston,Office Supplies
3/1/2014,Houston,Furniture
1/26/2017,Columbus,Furniture
1/26/2017,Columbus,Technology
7/12/2014,League City,Furniture
7/12/2014,League City,Office Supplies
7/12/2014,League City,Office Supplies
7/12/2014,League City,Office Supplies
4/11/2017,Burlington,Office Supplies
4/11/2017,Burlington,Office Supplies
11/13/2017,New York City,Office Supplies
12/5/2015,Dallas,Office Supplies
9/26/2016,Houston,Office Supplies
11/19/2016,Long Beach,Office Supplies
11/19/2016,Long Beach,Office Supplies
9/8/2017,Hialeah,Office Supplies
9/8/2017,Hialeah,Technology
7/21/2017,Aurora,Office Supplies
7/21/2017,Aurora,Office Supplies
10/6/2017,Belleville,Office Supplies
10/6/2017,Belleville,Office Supplies
11/7/2017,New York City,Technology
3/9/2016,Andover,Office Supplies
3/9/2016,Andover,Furniture
3/9/2016,Andover,Office Supplies
3/9/2016,Andover,Office Supplies
5/13/2017,Newark,Office Supplies
7/2/2016,Arlington,Office Supplies
12/27/2014,Decatur,Office Supplies
12/27/2014,Decatur,Technology
4/13/2017,Hesperia,Furniture
11/14/2014,Chesapeake,Office Supplies
6/11/2017,Los Angeles,Office Supplies
11/25/2016,Huntsville,Office Supplies
3/21/2014,Knoxville,Office Supplies
3/21/2014,Knoxville,Furniture
3/21/2014,Knoxville,Furniture
4/30/2015,Lawrence,Furniture
4/30/2015,Lawrence,Furniture
4/30/2015,Lawrence,Technology
4/30/2015,Lawrence,Furniture
4/30/2015,Lawrence,Office Supplies
5/3/2017,Philadelphia,Furniture
5/3/2017,Philadelphia,Office Supplies
5/3/2017,Philadelphia,Furniture
5/3/2017,Philadelphia,Office Supplies
5/3/2017,Philadelphia,Office Supplies
8/26/2016,Athens,Furniture
4/11/2014,Great Falls,Office Supplies
4/11/2014,Great Falls,Technology
4/11/2014,Great Falls,Technology
1/2/2017,El Paso,Office Supplies
1/2/2017,El Paso,Office Supplies
1/2/2017,El Paso,Furniture
1/2/2017,El Paso,Office Supplies
4/28/2017,Kissimmee,Technology
1/30/2017,Seattle,Technology
9/7/2014,Santa Clara,Office Supplies
9/7/2014,Santa Clara,Office Supplies
9/7/2014,Santa Clara,Office Supplies
6/11/2016,Los Angeles,Furniture
10/17/2016,Fresno,Furniture
12/27/2014,Fort Worth,Office Supplies
11/24/2016,Seattle,Furniture
11/10/2016,San Francisco,Office Supplies
1/5/2015,San Francisco,Office Supplies
1/5/2015,San Francisco,Office Supplies
3/21/2017,Pompano Beach,Office Supplies
11/12/2015,Houston,Office Supplies
11/12/2015,Houston,Office Supplies
11/12/2015,Houston,Office Supplies
9/9/2014,Chicago,Office Supplies
3/17/2016,San Francisco,Technology
2/8/2016,Houston,Furniture
11/26/2016,Shelton,Technology
11/26/2016,Shelton,Office Supplies
9/4/2017,Oakland,Office Supplies
5/28/2015,Manchester,Office Supplies
5/28/2015,Manchester,Office Supplies
11/1/2014,Orange,Office Supplies
12/27/2016,Akron,Office Supplies
12/4/2017,Los Angeles,Office Supplies
12/23/2017,Danbury,Furniture
12/1/2016,Franklin,Technology
12/1/2016,Franklin,Furniture
12/1/2016,Franklin,Office Supplies
12/1/2016,Franklin,Furniture
6/30/2014,Wilmington,Office Supplies
9/3/2014,Houston,Office Supplies
11/2/2017,Springfield,Furniture
4/13/2015,Glendale,Office Supplies
12/5/2015,New York City,Office Supplies
12/5/2015,New York City,Furniture
12/5/2015,New York City,Office Supplies
2/1/2016,Los Angeles,Office Supplies
7/8/2017,Newark,Furniture
7/8/2017,Newark,Technology
7/8/2017,Newark,Furniture
7/8/2017,Newark,Office Supplies
7/8/2017,Newark,Office Supplies
12/11/2015,San Bernardino,Office Supplies
11/15/2016,Burlington,Furniture
5/9/2016,Salem,Office Supplies
3/10/2017,Dallas,Furniture
12/17/2016,Arlington,Office Supplies
12/17/2016,Arlington,Technology
4/6/2017,Marion,Office Supplies
5/9/2017,Seattle,Office Supplies
5/9/2017,Seattle,Office Supplies
5/9/2017,Seattle,Furniture
5/9/2017,Seattle,Office Supplies
5/9/2017,Seattle,Technology
10/12/2017,Lakewood,Technology
10/12/2017,Lakewood,Office Supplies
10/12/2017,Lakewood,Furniture
10/12/2017,Lakewood,Furniture
8/28/2016,Cincinnati,Office Supplies
10/2/2015,Thornton,Office Supplies
11/23/2017,Roseville,Office Supplies
11/12/2017,Tempe,Technology
12/19/2016,Reading,Furniture
3/30/2014,Apple Valley,Office Supplies
11/8/2017,Baltimore,Furniture
9/14/2014,Corpus Christi,Office Supplies
9/14/2014,Corpus Christi,Office Supplies
9/14/2014,Corpus Christi,Furniture
9/14/2014,Corpus Christi,Office Supplies
9/20/2015,Las Vegas,Office Supplies
12/10/2015,Cleveland,Technology
5/28/2014,Seattle,Office Supplies
3/14/2017,Chicago,Technology
12/8/2016,Columbus,Office Supplies
5/6/2017,Tucson,Office Supplies
3/6/2016,Philadelphia,Technology
3/6/2016,Philadelphia,Office Supplies
3/6/2016,Philadelphia,Technology
10/23/2017,Cranston,Furniture
10/23/2017,Cranston,Furniture
10/23/2017,Cranston,Furniture
10/23/2017,Cranston,Furniture
10/23/2017,Cranston,Office Supplies
10/23/2017,Cranston,Office Supplies
4/28/2014,San Francisco,Technology
4/18/2016,Houston,Furniture
4/18/2016,Houston,Office Supplies
4/18/2016,Houston,Furniture
5/22/2016,Los Angeles,Technology
5/28/2017,Chicago,Furniture
5/28/2017,Chicago,Office Supplies
8/25/2014,Houston,Office Supplies
8/25/2014,Houston,Office Supplies
8/30/2014,Bristol,Office Supplies
8/30/2014,Bristol,Office Supplies
9/3/2015,Holland,Office Supplies
3/28/2014,Albuquerque,Technology
5/10/2015,Louisville,Technology
4/9/2015,New York City,Office Supplies
4/9/2015,Norwich,Office Supplies
9/19/2016,San Francisco,Office Supplies
11/11/2016,Noblesville,Furniture
4/23/2017,Clarksville,Furniture
4/23/2017,Clarksville,Technology
4/23/2017,Clarksville,Furniture
4/23/2017,Clarksville,Office Supplies
10/22/2015,Hollywood,Office Supplies
4/9/2017,York,Office Supplies
4/9/2017,York,Office Supplies
10/27/2017,Mesa,Office Supplies
10/30/2015,New York City,Technology
12/18/2017,San Francisco,Office Supplies
3/12/2016,Los Angeles,Office Supplies
7/21/2014,Omaha,Technology
5/24/2016,Philadelphia,Office Supplies
2/11/2017,New York City,Office Supplies
9/20/2016,Grand Rapids,Office Supplies
9/24/2017,Seattle,Furniture
3/27/2017,Fresno,Office Supplies
3/27/2017,Fresno,Office Supplies
3/27/2017,Fresno,Office Supplies
2/2/2016,Arlington,Technology
2/2/2016,Arlington,Office Supplies
2/2/2016,Arlington,Furniture
7/7/2017,Los Angeles,Office Supplies
10/23/2015,Lubbock,Office Supplies
10/23/2015,Lubbock,Technology
10/23/2015,Lubbock,Office Supplies
12/2/2016,Longmont,Technology
3/5/2014,Yonkers,Office Supplies
3/5/2014,Yonkers,Technology
3/5/2014,Yonkers,Office Supplies
3/5/2014,Yonkers,Office Supplies
3/5/2014,Yonkers,Office Supplies
3/1/2015,Los Angeles,Technology
3/1/2015,Los Angeles,Furniture
2/20/2014,Los Angeles,Office Supplies
5/2/2016,Amarillo,Furniture
3/8/2016,Dallas,Office Supplies
3/8/2016,Dallas,Technology
3/8/2016,Dallas,Office Supplies
12/11/2015,Detroit,Technology
12/11/2015,Detroit,Technology
12/11/2015,Detroit,Office Supplies
12/22/2016,New York City,Office Supplies
2/2/2016,Houston,Furniture
6/5/2017,Orlando,Office Supplies
8/21/2015,Florence,Office Supplies
8/21/2015,Florence,Office Supplies
4/7/2016,New York City,Office Supplies
6/4/2017,Frisco,Furniture
12/4/2017,Paterson,Furniture
12/4/2017,Paterson,Furniture
12/4/2017,Paterson,Furniture
1/11/2016,Columbus,Furniture
4/1/2016,Milwaukee,Technology
9/21/2017,San Francisco,Office Supplies
3/16/2017,Columbus,Technology
3/16/2017,Columbus,Furniture
3/16/2017,Columbus,Office Supplies
3/16/2017,Columbus,Technology
3/16/2017,Columbus,Office Supplies
11/10/2017,Los Angeles,Furniture
11/30/2016,Detroit,Office Supplies
11/30/2016,Detroit,Office Supplies
11/30/2016,Detroit,Office Supplies
11/30/2016,Detroit,Furniture
1/13/2015,Columbus,Office Supplies
5/16/2014,San Francisco,Technology
6/7/2015,Philadelphia,Office Supplies
6/7/2015,Philadelphia,Office Supplies
6/7/2015,Philadelphia,Office Supplies
3/9/2017,Los Angeles,Technology
3/9/2017,Los Angeles,Office Supplies
12/22/2015,Philadelphia,Office Supplies
12/22/2015,Philadelphia,Furniture
8/6/2014,New York City,Technology
3/27/2016,Columbus,Furniture
3/27/2016,Columbus,Furniture
3/27/2016,Columbus,Office Supplies
12/5/2015,Los Angeles,Technology
12/5/2015,Los Angeles,Office Supplies
9/11/2015,Aurora,Furniture
7/17/2015,Houston,Office Supplies
7/17/2015,Houston,Office Supplies
5/30/2014,Chicago,Technology
11/13/2017,Decatur,Technology
12/9/2016,Springfield,Furniture
3/22/2015,Plantation,Technology
3/22/2015,Plantation,Office Supplies
12/23/2016,Houston,Technology
12/23/2016,Houston,Office Supplies
12/23/2016,Houston,Technology
12/23/2016,Houston,Technology
12/23/2016,Houston,Furniture
4/2/2016,Milwaukee,Furniture
4/30/2017,Sanford,Office Supplies
4/30/2017,Sanford,Furniture
11/17/2016,The Colony,Technology
11/17/2016,The Colony,Office Supplies
11/10/2016,Troy,Office Supplies
12/6/2016,Hempstead,Office Supplies
12/6/2016,Hempstead,Office Supplies
12/6/2016,Hempstead,Technology
4/3/2016,Dallas,Office Supplies
11/28/2014,Houston,Technology
10/20/2015,New York City,Office Supplies
9/19/2014,San Francisco,Office Supplies
8/27/2017,Port Saint Lucie,Office Supplies
7/3/2017,Concord,Furniture
12/22/2017,Rochester,Furniture
12/22/2017,Rochester,Office Supplies
12/27/2016,Louisville,Office Supplies
5/20/2014,San Marcos,Furniture
5/20/2014,San Marcos,Office Supplies
5/20/2014,San Marcos,Technology
5/20/2014,San Marcos,Office Supplies
2/4/2014,Escondido,Office Supplies
12/9/2017,Philadelphia,Office Supplies
7/11/2017,Los Angeles,Technology
7/11/2017,Los Angeles,Office Supplies
5/15/2015,Philadelphia,Office Supplies
1/29/2017,Philadelphia,Office Supplies
9/29/2017,Hempstead,Office Supplies
4/23/2017,Greeley,Office Supplies
4/23/2017,Greeley,Furniture
11/9/2017,Jacksonville,Technology
11/9/2017,Jacksonville,Technology
5/5/2014,Arlington,Office Supplies
5/5/2014,Arlington,Office Supplies
10/27/2016,San Francisco,Office Supplies
11/26/2014,Fresno,Office Supplies
11/26/2014,Fresno,Office Supplies
11/26/2014,Fresno,Office Supplies
11/26/2014,Fresno,Office Supplies
12/31/2014,Reno,Technology
1/3/2016,San Antonio,Technology
1/3/2016,San Antonio,Technology
1/3/2016,San Antonio,Technology
8/18/2017,New Bedford,Technology
6/4/2014,New York City,Furniture
6/4/2014,New York City,Office Supplies
6/4/2014,New York City,Furniture
6/4/2014,New York City,Furniture
11/13/2017,Oxnard,Technology
1/28/2016,Los Angeles,Office Supplies
11/9/2016,Oakland,Technology
9/10/2016,Edmonds,Office Supplies
9/10/2016,Edmonds,Office Supplies
9/10/2016,Edmonds,Office Supplies
9/10/2016,Edmonds,Office Supplies
3/3/2017,Los Angeles,Furniture
9/8/2017,New York City,Office Supplies
11/6/2017,Dallas,Furniture
5/13/2017,Franklin,Office Supplies
11/27/2016,Phoenix,Office Supplies
11/13/2015,Miami,Office Supplies
11/13/2015,Miami,Technology
12/8/2015,Colorado Springs,Office Supplies
9/7/2015,New York City,Office Supplies
9/7/2015,New York City,Technology
9/7/2015,New York City,Office Supplies
9/7/2015,New York City,Furniture
9/7/2015,New York City,Office Supplies
7/28/2016,Bethlehem,Furniture
7/28/2016,Bethlehem,Office Supplies
7/28/2016,Bethlehem,Office Supplies
8/25/2017,Philadelphia,Furniture
4/30/2014,Louisville,Office Supplies
4/30/2014,Louisville,Office Supplies
4/27/2017,Seattle,Furniture
7/23/2017,Kenosha,Technology
12/13/2014,Henderson,Office Supplies
1/12/2017,Dallas,Office Supplies
12/2/2017,Peoria,Office Supplies
11/8/2015,Jacksonville,Office Supplies
11/8/2015,Jacksonville,Office Supplies
11/8/2015,Jacksonville,Office Supplies
11/8/2015,Jacksonville,Furniture
11/25/2016,Los Angeles,Furniture
12/5/2015,Nashville,Furniture
7/29/2016,Charlotte,Office Supplies
7/29/2016,Charlotte,Office Supplies
9/13/2014,Seattle,Office Supplies
9/13/2014,Seattle,Furniture
9/13/2014,Seattle,Office Supplies
9/13/2014,Seattle,Technology
9/13/2014,Seattle,Technology
9/13/2014,Seattle,Technology
9/13/2014,Seattle,Office Supplies
9/13/2014,Seattle,Office Supplies
6/21/2016,Chicago,Office Supplies
9/3/2016,Cincinnati,Office Supplies
11/25/2017,Fort Lauderdale,Furniture
5/12/2015,Houston,Furniture
5/12/2015,Houston,Technology
5/12/2015,Houston,Office Supplies
3/30/2017,Lakewood,Furniture
11/17/2016,San Francisco,Office Supplies
12/30/2016,Philadelphia,Office Supplies
12/22/2016,Seattle,Office Supplies
12/22/2016,Seattle,Technology
12/20/2015,Los Angeles,Office Supplies
12/27/2014,Cleveland,Furniture
12/27/2014,Cleveland,Office Supplies
2/16/2017,Decatur,Office Supplies
2/16/2017,Decatur,Furniture
2/16/2017,Decatur,Office Supplies
2/16/2017,Decatur,Office Supplies
2/16/2017,Decatur,Furniture
10/24/2017,Mansfield,Furniture
9/2/2016,Houston,Office Supplies
9/2/2016,Houston,Technology
12/1/2016,Richmond,Office Supplies
12/1/2016,Richmond,Office Supplies
11/5/2014,Arlington,Technology
11/25/2017,San Francisco,Office Supplies
12/16/2016,San Diego,Technology
11/14/2017,Watertown,Office Supplies
6/26/2016,Los Angeles,Office Supplies
6/26/2016,Los Angeles,Office Supplies
6/26/2016,Los Angeles,Office Supplies
12/26/2014,Philadelphia,Office Supplies
8/14/2016,Akron,Technology
8/14/2016,Akron,Technology
8/14/2016,Akron,Technology
10/24/2016,San Francisco,Technology
8/23/2014,Grand Rapids,Office Supplies
9/15/2017,San Francisco,Furniture
6/15/2017,Nashville,Technology
6/15/2017,Nashville,Furniture
6/15/2017,Nashville,Furniture
6/15/2017,Nashville,Technology
6/15/2017,Nashville,Office Supplies
6/15/2017,Nashville,Office Supplies
6/15/2017,Nashville,Office Supplies
3/1/2015,Philadelphia,Office Supplies
7/23/2016,Houston,Technology
10/1/2014,Reno,Office Supplies
9/8/2014,New York City,Furniture
9/8/2014,New York City,Office Supplies
11/16/2014,Los Angeles,Technology
11/16/2014,Los Angeles,Furniture
11/16/2014,Los Angeles,Office Supplies
3/3/2014,San Diego,Furniture
12/3/2015,San Francisco,Furniture
7/11/2017,San Diego,Technology
7/11/2017,San Diego,Office Supplies
11/16/2017,Elyria,Office Supplies
6/12/2016,Houston,Office Supplies
6/12/2016,Houston,Furniture
6/12/2016,Houston,Office Supplies
6/12/2016,Houston,Office Supplies
6/12/2016,Houston,Furniture
6/12/2016,Houston,Office Supplies
6/12/2016,Houston,Office Supplies
12/29/2016,Miami,Office Supplies
12/29/2016,Miami,Office Supplies
3/18/2017,Seattle,Office Supplies
12/27/2015,Murfreesboro,Technology
12/27/2015,Murfreesboro,Furniture
12/27/2015,Murfreesboro,Furniture
12/27/2015,Murfreesboro,Office Supplies
12/27/2015,Murfreesboro,Technology
7/31/2015,Saint Louis,Office Supplies
6/27/2017,Seattle,Office Supplies
6/27/2017,Seattle,Furniture
6/27/2017,Seattle,Technology
2/7/2014,New York City,Office Supplies
9/4/2016,Woodbury,Office Supplies
4/6/2017,Chattanooga,Office Supplies
12/8/2017,Philadelphia,Office Supplies
12/8/2017,Philadelphia,Technology
7/24/2016,Lafayette,Office Supplies
11/9/2015,Lawrence,Office Supplies
10/2/2015,Hillsboro,Furniture
10/2/2015,Hillsboro,Technology
11/22/2015,Cambridge,Office Supplies
11/22/2015,Cambridge,Office Supplies
2/2/2017,San Diego,Furniture
2/2/2017,San Diego,Office Supplies
2/2/2017,San Diego,Technology
6/16/2015,New York City,Office Supplies
6/16/2015,New York City,Technology
5/5/2016,Tallahassee,Office Supplies
5/5/2016,Tallahassee,Technology
9/9/2017,Toledo,Office Supplies
9/9/2017,Toledo,Office Supplies
9/9/2017,Toledo,Office Supplies
